locus_tag	ftype	length_bp	gene	EC_number	COG	product
OKAGGDNG_03299	CDS	1065	cbrA		COG0644	Protein CbrA
OKAGGDNG_03300	CDS	1293	dgoT			D-galactonate transporter
OKAGGDNG_03301	CDS	1149	dgoD	4.2.1.6	COG4948	D-galactonate dehydratase
OKAGGDNG_03302	CDS	618	dgoA_1	4.1.2.21	COG0800	2-dehydro-3-deoxy-6-phosphogalactonate aldolase
OKAGGDNG_03303	CDS	879	dgoK1_1	2.7.1.58	COG3734	putative 2-dehydro-3-deoxygalactonokinase DgoK1
OKAGGDNG_03304	CDS	690	lutR		COG2186	HTH-type transcriptional regulator LutR
OKAGGDNG_03305	CDS	657				hypothetical protein
OKAGGDNG_03306	CDS	813	yidA	3.1.3.23	COG0561	Sugar phosphatase YidA
OKAGGDNG_03307	CDS	399				hypothetical protein
OKAGGDNG_03308	CDS	2415	gyrB	5.6.2.2	COG0187	DNA gyrase subunit B
OKAGGDNG_03309	CDS	1074	recF		COG1195	DNA replication and repair protein RecF
OKAGGDNG_03310	CDS	1101	dnaN		COG0592	Beta sliding clamp
OKAGGDNG_03311	CDS	1404	dnaA		COG0593	Chromosomal replication initiator protein DnaA
OKAGGDNG_03312	CDS	141	rpmH		COG0230	50S ribosomal protein L34
OKAGGDNG_03313	CDS	327	rnpA	3.1.26.5	COG0594	Ribonuclease P protein component
OKAGGDNG_03314	CDS	1647	yidC			Membrane protein insertase YidC
OKAGGDNG_03315	CDS	1365	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
OKAGGDNG_03316	CDS	1416	tnaA	4.1.99.1	COG3033	Tryptophanase
OKAGGDNG_03317	CDS	1248	tnaB		COG0814	Low affinity tryptophan permease
OKAGGDNG_03318	CDS	1176	mdtL			Multidrug resistance protein MdtL
OKAGGDNG_03319	CDS	960	yidZ			HTH-type transcriptional regulator YidZ
OKAGGDNG_03320	CDS	750				hypothetical protein
OKAGGDNG_03321	CDS	567	chrR	1.6.5.2	COG0431	Quinone reductase
OKAGGDNG_03322	CDS	1338	adeP		COG2252	Adenine permease AdeP
OKAGGDNG_03323	CDS	666	yieH	3.1.3.-	COG0637	6-phosphogluconate phosphatase
OKAGGDNG_03324	CDS	474	cbrB			Inner membrane protein CbrB
OKAGGDNG_03325	CDS	588				hypothetical protein
OKAGGDNG_03326	CDS	723	gamA	3.5.99.6	COG0363	putative glucosamine-6-phosphate deaminase 2
OKAGGDNG_03327	CDS	1170	axe1-6A		COG2382	Carbohydrate acetyl esterase/feruloyl esterase
OKAGGDNG_03328	CDS	1617	bglH_1		COG4580	Cryptic outer membrane porin BglH
OKAGGDNG_03329	CDS	1395	bglB	3.2.1.86	COG2723	6-phospho-beta-glucosidase BglB
OKAGGDNG_03330	CDS	1878	bglF_1		COG1263	PTS system beta-glucoside-specific EIIBCA component
OKAGGDNG_03331	CDS	837	bglG		COG3711	Cryptic beta-glucoside bgl operon antiterminator
OKAGGDNG_03332	CDS	726	phoU		COG0704	Phosphate-specific transport system accessory protein PhoU
OKAGGDNG_03333	CDS	774	pstB	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB
OKAGGDNG_03334	CDS	891	pstA		COG0581	Phosphate transport system permease protein PstA
OKAGGDNG_03335	CDS	960	pstC		COG0573	Phosphate transport system permease protein PstC
OKAGGDNG_03336	CDS	1041	pstS		COG0226	Phosphate-binding protein PstS
OKAGGDNG_03337	CDS	1830	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
OKAGGDNG_03338	CDS	1371	glmU		COG1207	Bifunctional protein GlmU
OKAGGDNG_03339	CDS	420	atpC		COG0355	ATP synthase epsilon chain
OKAGGDNG_03340	CDS	1383	atpD	7.1.2.2	COG0055	ATP synthase subunit beta
OKAGGDNG_03341	CDS	864	atpG		COG0224	ATP synthase gamma chain
OKAGGDNG_03342	CDS	1542	atpA	7.1.2.2		ATP synthase subunit alpha
OKAGGDNG_03343	CDS	534	atpH		COG0712	ATP synthase subunit delta
OKAGGDNG_03344	CDS	471	atpF		COG0711	ATP synthase subunit b
OKAGGDNG_03345	CDS	240	atpE		COG0636	ATP synthase subunit c
OKAGGDNG_03346	CDS	816	atpB		COG0356	ATP synthase subunit a
OKAGGDNG_03347	CDS	381	atpI		COG3312	ATP synthase protein I
OKAGGDNG_03348	CDS	186	rsmG_1	2.1.1.170	COG0357	Ribosomal RNA small subunit methyltransferase G
OKAGGDNG_03349	CDS	396	rsmG_2	2.1.1.170	COG0357	Ribosomal RNA small subunit methyltransferase G
OKAGGDNG_03350	CDS	1890	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
OKAGGDNG_03351	CDS	444	mioC		COG0716	Protein MioC
OKAGGDNG_03352	CDS	459	asnC		COG1522	Regulatory protein AsnC
OKAGGDNG_03353	CDS	993	asnA	6.3.1.1	COG2502	Aspartate--ammonia ligase
OKAGGDNG_03354	CDS	1452	viaA		COG2425	Protein ViaA
OKAGGDNG_03355	CDS	1497	ravA	3.6.3.-	COG0714	ATPase RavA
OKAGGDNG_03356	CDS	1869	kup			Low affinity potassium transport system protein kup
OKAGGDNG_03357	CDS	546	hemG	1.3.5.3	COG4635	Protoporphyrinogen IX dehydrogenase [menaquinone]
OKAGGDNG_03358	CDS	1452	trkH		COG0168	Trk system potassium uptake protein TrkH
OKAGGDNG_03359	CDS	615	yigZ		COG1739	IMPACT family member YigZ
OKAGGDNG_03360	CDS	1332	pepQ	3.4.13.9	COG0006	Xaa-Pro dipeptidase
OKAGGDNG_03361	CDS	2190	fadB		COG1024	Fatty acid oxidation complex subunit alpha
OKAGGDNG_03362	CDS	1164	fadA	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase FadA
OKAGGDNG_03363	CDS	702	fre	1.5.1.41	COG0543	NAD(P)H-flavin reductase
OKAGGDNG_03364	CDS	1494	ubiD	4.1.1.98	COG0043	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
OKAGGDNG_03365	CDS	489	rfaH		COG0250	Transcription antitermination protein RfaH
OKAGGDNG_03366	CDS	783	tatD	3.1.11.-	COG0084	3'-5' ssDNA/RNA exonuclease TatD
OKAGGDNG_03367	CDS	777	tatC		COG0805	Sec-independent protein translocase protein TatC
OKAGGDNG_03368	CDS	516	tatB		COG1826	Sec-independent protein translocase protein TatB
OKAGGDNG_03369	CDS	270	tatA		COG1826	Sec-independent protein translocase protein TatA
OKAGGDNG_03370	CDS	1641	ubiB	2.7.-.-	COG0661	putative protein kinase UbiB
OKAGGDNG_03371	CDS	606	ubiJ_1		COG3165	Ubiquinone biosynthesis accessory factor UbiJ
OKAGGDNG_03372	CDS	756	ubiE	2.1.1.163	COG2226	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
OKAGGDNG_03373	CDS	1428				hypothetical protein
OKAGGDNG_03374	CDS	768	xynR		COG1414	HTH-type transcriptional regulator XynR
OKAGGDNG_03375	CDS	1005	dgoK1_2	2.7.1.58	COG3734	putative 2-dehydro-3-deoxygalactonokinase DgoK1
OKAGGDNG_03376	CDS	630	dgoA_2	4.1.2.21	COG0800	2-dehydro-3-deoxy-6-phosphogalactonate aldolase
OKAGGDNG_03377	CDS	975				hypothetical protein
OKAGGDNG_03378	CDS	507				hypothetical protein
OKAGGDNG_03379	CDS	1491				hypothetical protein
OKAGGDNG_03380	CDS	765	udp	2.4.2.3	COG2820	Uridine phosphorylase
OKAGGDNG_03381	CDS	810	clcD	3.1.1.45		Carboxymethylenebutenolidase
OKAGGDNG_03382	CDS	96				hypothetical protein
OKAGGDNG_03383	CDS	669	rutB_2	3.5.1.110	COG1335	Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
OKAGGDNG_03384	CDS	861				hypothetical protein
OKAGGDNG_03385	CDS	1560	fdrA_3		COG0074	Protein FdrA
OKAGGDNG_03386	CDS	1476				hypothetical protein
OKAGGDNG_03387	CDS	957	arcC1_4	2.7.2.2		Carbamate kinase 1
OKAGGDNG_03388	CDS	390	atzF	3.5.1.54		Allophanate hydrolase
OKAGGDNG_03389	CDS	1224	codB_2		COG1457	Cytosine permease
OKAGGDNG_03390	CDS	897	yahB_3			putative HTH-type transcriptional regulator YahB
OKAGGDNG_03391	CDS	2262	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
OKAGGDNG_03392	CDS	954	metR			HTH-type transcriptional regulator MetR
OKAGGDNG_03393	CDS	900	bioP		COG0697	Biotin transporter
OKAGGDNG_03394	CDS	801	yigL	3.1.3.74	COG0561	Pyridoxal phosphate phosphatase YigL
OKAGGDNG_03395	CDS	1023	pldB	3.1.1.5	COG2267	Lysophospholipase L2
OKAGGDNG_03396	CDS	621	rhtB		COG1280	Homoserine/homoserine lactone efflux protein
OKAGGDNG_03397	CDS	621	rhtC_2		COG1280	Threonine efflux protein
OKAGGDNG_03398	CDS	1836	recQ	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
OKAGGDNG_03399	CDS	870	pldA	3.1.1.32	COG2829	Phospholipase A1
OKAGGDNG_03400	CDS	468				hypothetical protein
OKAGGDNG_03401	CDS	891	rarD		COG2962	Protein RarD
OKAGGDNG_03402	CDS	381				hypothetical protein
OKAGGDNG_03403	CDS	849				hypothetical protein
OKAGGDNG_03404	CDS	492				hypothetical protein
OKAGGDNG_03405	CDS	951	corA		COG0598	Magnesium transport protein CorA
OKAGGDNG_03406	CDS	765				hypothetical protein
OKAGGDNG_03407	CDS	903	salL	2.5.1.94	COG1912	Adenosyl-chloride synthase
OKAGGDNG_03408	CDS	2163	uvrD	3.6.4.12	COG0210	DNA helicase II
OKAGGDNG_03409	CDS	717	yigB	3.1.3.104	COG1011	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB
OKAGGDNG_03410	CDS	897	xerC_4		COG4973	Tyrosine recombinase XerC
OKAGGDNG_03411	CDS	708				hypothetical protein
OKAGGDNG_03412	CDS	825	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
OKAGGDNG_03413	CDS	204				hypothetical protein
OKAGGDNG_03414	CDS	234				hypothetical protein
OKAGGDNG_03415	CDS	321	cyaY		COG1965	Iron-sulfur cluster assembly protein CyaY
OKAGGDNG_03416	CDS	2547	cyaA	4.6.1.1	COG3072	Adenylate cyclase
OKAGGDNG_03417	CDS	963	hemC	2.5.1.61	COG0181	Porphobilinogen deaminase
OKAGGDNG_03418	CDS	741	hemD	4.2.1.75	COG1587	Uroporphyrinogen-III synthase
OKAGGDNG_03419	CDS	1206	hemX		COG2959	Protein HemX
OKAGGDNG_03420	CDS	1197	hemY		COG3071	Protein HemY
OKAGGDNG_03421	CDS	1656		3.1.6.-	COG3119	N-acetylgalactosamine-6-O-sulfatase
OKAGGDNG_03422	CDS	1236	chuR_2	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
OKAGGDNG_03423	tRNA	77				tRNA-Pro(tgg)
OKAGGDNG_03424	tRNA	87				tRNA-Leu(cag)
OKAGGDNG_03425	tRNA	76				tRNA-His(gtg)
OKAGGDNG_03426	tRNA	77				tRNA-Arg(ccg)
OKAGGDNG_03427	CDS	1386	yifK		COG1113	putative transport protein YifK
OKAGGDNG_03428	CDS	741	wecG	2.4.1.180	COG1922	UDP-N-acetyl-D-mannosaminuronic acid transferase
OKAGGDNG_03429	CDS	1353	wzyE			putative ECA polymerase
OKAGGDNG_03430	CDS	1080	wecF	2.4.1.325		TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase
OKAGGDNG_03431	CDS	1251	wzxE		COG2244	Lipid III flippase
OKAGGDNG_03432	CDS	1131	wecE	2.6.1.59	COG0399	dTDP-4-amino-4,6-dideoxygalactose transaminase
OKAGGDNG_03433	CDS	675	wecD	2.3.1.210	COG0454	dTDP-fucosamine acetyltransferase
OKAGGDNG_03434	CDS	882	rffH	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase 2
OKAGGDNG_03435	CDS	1068	rffG	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase 2
OKAGGDNG_03436	CDS	1263	wecC	1.1.1.336	COG0677	UDP-N-acetyl-D-mannosamine dehydrogenase
OKAGGDNG_03437	CDS	1131	wecB	5.1.3.14	COG0381	UDP-N-acetylglucosamine 2-epimerase
OKAGGDNG_03438	CDS	1047	wzzE		COG3765	ECA polysaccharide chain length modulation protein
OKAGGDNG_03439	CDS	1104	wecA	2.7.8.33	COG0472	Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase
OKAGGDNG_03440	CDS	219				hypothetical protein
OKAGGDNG_03441	CDS	1260	rho	3.6.4.-	COG1158	Transcription termination factor Rho
OKAGGDNG_03442	CDS	330	trxA		COG0526	Thioredoxin 1
OKAGGDNG_03443	CDS	1266	rhlB	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlB
OKAGGDNG_03444	CDS	1485	gppA	3.6.1.40	COG0248	Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase
OKAGGDNG_03445	CDS	2022	rep	3.6.4.12	COG0210	ATP-dependent DNA helicase Rep
OKAGGDNG_03446	CDS	219				hypothetical protein
OKAGGDNG_03447	CDS	282	ppiC	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase C
OKAGGDNG_03448	CDS	1476	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
OKAGGDNG_03449	CDS	894	gltC_2			HTH-type transcriptional regulator GltC
OKAGGDNG_03450	CDS	1548	ilvA	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
OKAGGDNG_03451	CDS	1851	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
OKAGGDNG_03452	CDS	930	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
OKAGGDNG_03453	CDS	264	ilvM	2.2.1.6	COG3978	Acetolactate synthase isozyme 2 small subunit
OKAGGDNG_03454	CDS	1647	ilvG	2.2.1.6		Acetolactate synthase isozyme 2 large subunit
OKAGGDNG_03455	CDS	90				hypothetical protein
OKAGGDNG_03456	CDS	1521	comM		COG0606	Competence protein ComM
OKAGGDNG_03457	CDS	339				hypothetical protein
OKAGGDNG_03458	CDS	840	hdfR_2			HTH-type transcriptional regulator HdfR
OKAGGDNG_03459	tRNA	76				tRNA-Trp(cca)
OKAGGDNG_03460	tRNA	77				tRNA-Asp(gtc)
OKAGGDNG_03461	CDS	1314	gltP		COG1301	Proton/glutamate-aspartate symporter
OKAGGDNG_03462	CDS	597	nrfG		COG4235	Formate-dependent nitrite reductase complex subunit NrfG
OKAGGDNG_03463	CDS	384	ccmH_2		COG3088	Cytochrome c-type biogenesis protein CcmH
OKAGGDNG_03464	CDS	1623	ccmF_2		COG1138	Cytochrome c-type biogenesis protein CcmF
OKAGGDNG_03465	CDS	957				hypothetical protein
OKAGGDNG_03466	CDS	672	ydhX_2		COG0437	putative ferredoxin-like protein YdhX
OKAGGDNG_03467	CDS	567	nrfB			Cytochrome c-type protein NrfB
OKAGGDNG_03468	CDS	1437	nrfA	1.7.2.2	COG3303	Cytochrome c-552
OKAGGDNG_03469	CDS	1959	acs_2	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
OKAGGDNG_03470	CDS	315	yjcH		COG3162	Inner membrane protein YjcH
OKAGGDNG_03471	CDS	1650	actP		COG4147	Cation/acetate symporter ActP
OKAGGDNG_03472	CDS	1293				hypothetical protein
OKAGGDNG_03473	CDS	1650	nhaK		COG0025	Sodium, potassium, lithium and rubidium/H(+) antiporter
OKAGGDNG_03474	CDS	1350	ghxP		COG2252	Guanine/hypoxanthine permease GhxP
OKAGGDNG_03475	CDS	465	soxR		COG0789	Redox-sensitive transcriptional activator SoxR
OKAGGDNG_03476	CDS	324	soxS			Regulatory protein SoxS
OKAGGDNG_03477	CDS	642	pdeC_1	3.1.4.52	COG4943	putative cyclic di-GMP phosphodiesterase PdeC
OKAGGDNG_03478	CDS	936	pdeC_2	3.1.4.52	COG4943	putative cyclic di-GMP phosphodiesterase PdeC
OKAGGDNG_03479	CDS	282				hypothetical protein
OKAGGDNG_03480	CDS	537	ssb		COG0629	Single-stranded DNA-binding protein
OKAGGDNG_03481	CDS	2823	uvrA		COG0178	UvrABC system protein A
OKAGGDNG_03482	CDS	357	yjbR		COG2315	putative protein YjbR
OKAGGDNG_03483	CDS	417				hypothetical protein
OKAGGDNG_03484	CDS	714	aphA	3.1.3.2	COG3700	Class B acid phosphatase
OKAGGDNG_03485	CDS	204				hypothetical protein
OKAGGDNG_03486	CDS	1194	tyrB	2.6.1.57	COG1448	Aromatic-amino-acid aminotransferase
OKAGGDNG_03487	CDS	1080	alr	5.1.1.1	COG0787	Alanine racemase, biosynthetic
OKAGGDNG_03488	CDS	1416	dnaB	3.6.4.12	COG0305	Replicative DNA helicase
OKAGGDNG_03489	CDS	984	qorA	1.6.5.5	COG0604	Quinone oxidoreductase 1
OKAGGDNG_03490	CDS	243	pspG			Phage shock protein G
OKAGGDNG_03491	CDS	1038	dusA	1.3.1.-	COG0042	tRNA-dihydrouridine(20/20a) synthase
OKAGGDNG_03492	CDS	708				hypothetical protein
OKAGGDNG_03493	CDS	255				hypothetical protein
OKAGGDNG_03494	CDS	516	zur		COG0735	Zinc uptake regulation protein
OKAGGDNG_03495	CDS	210				hypothetical protein
OKAGGDNG_03496	CDS	1326	dinF		COG0534	DNA damage-inducible protein F
OKAGGDNG_03497	CDS	609	lexA	3.4.21.88	COG1974	LexA repressor
OKAGGDNG_03498	CDS	369	dgkA	2.7.1.107	COG0818	Diacylglycerol kinase
OKAGGDNG_03499	CDS	2424	plsB	2.3.1.15	COG2937	Glycerol-3-phosphate acyltransferase
OKAGGDNG_03500	CDS	873	ubiA	2.5.1.39	COG0382	4-hydroxybenzoate octaprenyltransferase
OKAGGDNG_03501	CDS	498	ubiC	4.1.3.40	COG3161	Chorismate pyruvate-lyase
OKAGGDNG_03502	CDS	1329	sopA	2.3.2.26		E3 ubiquitin-protein ligase SopA
OKAGGDNG_03503	CDS	195				hypothetical protein
OKAGGDNG_03504	CDS	153				hypothetical protein
OKAGGDNG_03505	CDS	921				hypothetical protein
OKAGGDNG_03506	CDS	1341	lamB		COG4580	Maltoporin
OKAGGDNG_03507	CDS	1116	malK	7.5.2.1		Maltose/maltodextrin import ATP-binding protein MalK
OKAGGDNG_03508	CDS	96				hypothetical protein
OKAGGDNG_03509	CDS	1191	malE		COG2182	Maltose/maltodextrin-binding periplasmic protein
OKAGGDNG_03510	CDS	1545	malF		COG1175	Maltose/maltodextrin transport system permease protein MalF
OKAGGDNG_03511	CDS	891	malG		COG3833	Maltose/maltodextrin transport system permease protein MalG
OKAGGDNG_03512	CDS	1476	xylE			D-xylose-proton symporter
OKAGGDNG_03513	CDS	411	psiE		COG3223	Protein PsiE
OKAGGDNG_03514	CDS	2097				hypothetical protein
OKAGGDNG_03515	CDS	738				hypothetical protein
OKAGGDNG_03516	CDS	639	gfcB_2			putative lipoprotein GfcB
OKAGGDNG_03517	CDS	243				hypothetical protein
OKAGGDNG_03518	CDS	1650	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
OKAGGDNG_03519	CDS	1350	lysC	2.7.2.4	COG0527	Lysine-sensitive aspartokinase 3
OKAGGDNG_03520	CDS	273				hypothetical protein
OKAGGDNG_03521	CDS	873	rluF	5.4.99.-	COG1187	Dual-specificity RNA pseudouridine synthase RluF
OKAGGDNG_03522	CDS	690	pepE	3.4.13.21	COG3340	Peptidase E
OKAGGDNG_03523	CDS	1632				hypothetical protein
OKAGGDNG_03524	CDS	3684	metH	2.1.1.13	COG0646	Methionine synthase
OKAGGDNG_03525	CDS	825	iclR		COG1414	Transcriptional repressor IclR
OKAGGDNG_03526	CDS	912				hypothetical protein
OKAGGDNG_03527	CDS	534				hypothetical protein
OKAGGDNG_03528	CDS	1737	aceK	2.7.11.5	COG4579	Isocitrate dehydrogenase kinase/phosphatase
OKAGGDNG_03529	CDS	1305	aceA	4.1.3.1	COG2224	Isocitrate lyase
OKAGGDNG_03530	CDS	1602	aceB	2.3.3.9	COG2225	Malate synthase A
OKAGGDNG_03531	CDS	930	metAS	2.3.1.46	COG1897	Homoserine O-succinyltransferase
OKAGGDNG_03532	CDS	444	yjaB	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase YjaB
OKAGGDNG_03533	CDS	1353				hypothetical protein
OKAGGDNG_03534	CDS	678	kpsT			Polysialic acid transport ATP-binding protein KpsT
OKAGGDNG_03535	CDS	777	kpsM		COG1682	Polysialic acid transport protein KpsM
OKAGGDNG_03536	CDS	537	epsM		COG3149	Type II secretion system protein M
OKAGGDNG_03537	CDS	1179				hypothetical protein
OKAGGDNG_03538	CDS	978	gspK_2		COG3156	Putative type II secretion system protein K
OKAGGDNG_03539	CDS	606	xcpW		COG4795	Type II secretion system protein J
OKAGGDNG_03540	CDS	372				hypothetical protein
OKAGGDNG_03541	CDS	564	epsH			Type II secretion system protein H
OKAGGDNG_03542	CDS	456	epsG		COG2165	Type II secretion system protein G
OKAGGDNG_03543	CDS	1224	epsF_2		COG1459	Type II secretion system protein F
OKAGGDNG_03544	CDS	1494	epsE_2		COG2804	Type II secretion system protein E
OKAGGDNG_03545	CDS	2061	gspD2			Secretin GspD 2
OKAGGDNG_03546	CDS	831	gspC2			Type II secretion system protein C 2
OKAGGDNG_03547	CDS	411	yghG			Lipoprotein YghG
OKAGGDNG_03548	CDS	810	pppA		COG1989	Prepilin peptidase PppA
OKAGGDNG_03549	CDS	4554				hypothetical protein
OKAGGDNG_03550	CDS	1683	glcA		COG1620	Glycolate permease GlcA
OKAGGDNG_03551	CDS	2172	glcB	2.3.3.9	COG2225	Malate synthase G
OKAGGDNG_03552	CDS	405				hypothetical protein
OKAGGDNG_03553	CDS	1224	lutA_2			Lactate utilization protein A
OKAGGDNG_03554	CDS	1053				hypothetical protein
OKAGGDNG_03555	CDS	1500		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
OKAGGDNG_03556	CDS	765	glcC		COG2186	Glc operon transcriptional activator
OKAGGDNG_03557	CDS	1143	yghO			Protein YghO
OKAGGDNG_03558	CDS	1689		6.2.1.51	COG0318	4-hydroxyphenylalkanoate adenylyltransferase
OKAGGDNG_03559	CDS	915	oleD_2	1.1.1.412	COG0451	2-alkyl-3-oxoalkanoate reductase
OKAGGDNG_03560	CDS	249	acpP_2			Acyl carrier protein
OKAGGDNG_03561	CDS	1173	bioF_2	2.3.1.47		8-amino-7-oxononanoate synthase
OKAGGDNG_03562	CDS	1080	lptG_2		COG0795	Lipopolysaccharide export system permease protein LptG
OKAGGDNG_03563	CDS	1071				hypothetical protein
OKAGGDNG_03564	CDS	561	ytfJ_2		COG3054	putative protein YtfJ
OKAGGDNG_03565	CDS	825				hypothetical protein
OKAGGDNG_03566	CDS	1350				hypothetical protein
OKAGGDNG_03567	CDS	759				hypothetical protein
OKAGGDNG_03568	CDS	699				hypothetical protein
OKAGGDNG_03569	CDS	693	tmk_2	2.7.4.9		Thymidylate kinase
OKAGGDNG_03570	CDS	1500	pitA_2		COG0306	Low-affinity inorganic phosphate transporter 1
OKAGGDNG_03571	CDS	1860	gss		COG0754	Bifunctional glutathionylspermidine synthetase/amidase
OKAGGDNG_03572	CDS	867	yghU	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YghU
OKAGGDNG_03573	CDS	249	hybG		COG0298	Hydrogenase maturation factor HybG
OKAGGDNG_03574	CDS	342	hybF		COG0375	Hydrogenase maturation factor HybF
OKAGGDNG_03575	CDS	489	hybE			Hydrogenase-2 operon protein HybE
OKAGGDNG_03576	CDS	495	hybD	3.4.23.-	COG0680	Hydrogenase 2 maturation protease
OKAGGDNG_03577	CDS	1704	hybC	1.12.99.6	COG0374	Hydrogenase-2 large chain
OKAGGDNG_03578	CDS	1179	hybB		COG5557	putative Ni/Fe-hydrogenase 2 b-type cytochrome subunit
OKAGGDNG_03579	CDS	987	fdnH_2		COG0437	Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit
OKAGGDNG_03580	CDS	1005	hybO_1	1.12.99.6	COG1740	Hydrogenase-2 small chain
OKAGGDNG_03581	CDS	195	hybO_2	1.12.99.6	COG1740	Hydrogenase-2 small chain
OKAGGDNG_03582	CDS	288				hypothetical protein
OKAGGDNG_03583	CDS	888				hypothetical protein
OKAGGDNG_03584	CDS	1041	gpr	1.1.1.-	COG0667	L-glyceraldehyde 3-phosphate reductase
OKAGGDNG_03585	CDS	495				hypothetical protein
OKAGGDNG_03586	CDS	885	yghA	1.-.-.-		putative oxidoreductase YghA
OKAGGDNG_03587	CDS	426	exbD		COG0848	Biopolymer transport protein ExbD
OKAGGDNG_03588	CDS	735	exbB		COG0811	Biopolymer transport protein ExbB
OKAGGDNG_03589	CDS	1188	metC	4.4.1.13	COG0626	Cystathionine beta-lyase MetC
OKAGGDNG_03590	CDS	660	yghB		COG0586	Inner membrane protein YghB
OKAGGDNG_03591	CDS	957	rhaS_5			HTH-type transcriptional activator RhaS
OKAGGDNG_03592	CDS	1164	yqhD	1.1.1.-	COG1979	Alcohol dehydrogenase YqhD
OKAGGDNG_03593	CDS	828	dkgA	1.1.1.274	COG0656	2,5-diketo-D-gluconic acid reductase A
OKAGGDNG_03594	CDS	927				hypothetical protein
OKAGGDNG_03595	CDS	258	lpp1			Major outer membrane lipoprotein Lpp 1
OKAGGDNG_03596	CDS	2220				hypothetical protein
OKAGGDNG_03597	CDS	1413	ftsP		COG2132	Cell division protein FtsP
OKAGGDNG_03598	CDS	738	plsC	2.3.1.51	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
OKAGGDNG_03599	CDS	2259	parC	5.6.2.2	COG0188	DNA topoisomerase 4 subunit A
OKAGGDNG_03600	CDS	1608	ygiS		COG4166	putative deoxycholate-binding periplasmic protein YgiS
OKAGGDNG_03601	CDS	396	mqsA		COG1396	Antitoxin MqsA
OKAGGDNG_03602	CDS	297	mqsR	3.1.-.-		mRNA interferase toxin MqsR
OKAGGDNG_03603	CDS	483	sbmC_2			DNA gyrase inhibitor
OKAGGDNG_03604	CDS	393	ygiW_2		COG3111	Protein YgiW
OKAGGDNG_03605	CDS	660	qseB			Transcriptional regulatory protein QseB
OKAGGDNG_03606	CDS	1350	qseC	2.7.13.3		Sensor protein QseC
OKAGGDNG_03607	CDS	582	mdaB	1.6.5.10	COG2249	NADPH:quinone oxidoreductase MdaB
OKAGGDNG_03608	CDS	315	ygiN	1.-.-.-	COG1359	putative quinol monooxygenase YgiN
OKAGGDNG_03609	CDS	1893	parE	5.6.2.2	COG0187	DNA topoisomerase 4 subunit B
OKAGGDNG_03610	CDS	582				hypothetical protein
OKAGGDNG_03611	CDS	828	cpdA	3.1.4.53	COG1409	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
OKAGGDNG_03612	CDS	423				hypothetical protein
OKAGGDNG_03613	CDS	630	nudF	3.6.1.13		ADP-ribose pyrophosphatase
OKAGGDNG_03614	CDS	1482	tolC		COG1538	Outer membrane protein TolC
OKAGGDNG_03615	CDS	672				hypothetical protein
OKAGGDNG_03616	CDS	1161	ygiC	6.3.1.-	COG0754	Putative acid--amine ligase YgiC
OKAGGDNG_03617	CDS	816	ygiD	1.13.11.29	COG3384	4,5-DOPA dioxygenase extradiol
OKAGGDNG_03618	CDS	774	zupT		COG0428	Zinc transporter ZupT
OKAGGDNG_03619	CDS	171	yqiD			Protein YqiD
OKAGGDNG_03620	CDS	654	ribB	4.1.99.12	COG0108	3,4-dihydroxy-2-butanone 4-phosphate synthase
OKAGGDNG_03621	CDS	291	ubiK		COG2960	Ubiquinone biosynthesis accessory factor UbiK
